Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
35358,778,0.32,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.18,0.99,0.00,-4.22,3.14,5.33
35437,778,0.32,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.18,0.99,0.00,-4.22,3.14,5.32
35514,783,0.32,13.00,52,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.22,3.14,5.32
35592,786,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.35
35671,788,0.31,13.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.36
35749,790,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.36
35827,787,0.31,13.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.37
35889,792,0.30,12.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.37
35999,789,0.29,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.22,3.14,5.37
36077,783,0.31,13.00,52,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.37
36155,778,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.38
36233,770,0.32,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.22,3.14,5.37
36312,772,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.22,3.14,5.37
36390,766,0.33,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.37
36468,767,0.35,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.22,3.14,5.32
36530,768,0.34,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.32
36624,774,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.22,3.14,5.32
36718,774,0.29,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.22,3.14,5.32
36796,782,0.29,12.50,52,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.22,3.14,5.36
36874,788,0.29,12.50,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.22,3.14,5.37
36952,784,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
37014,772,0.32,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.37
37110,760,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.35
37155,762,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.32
37265,766,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.32
37343,772,0.32,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.32
37421,774,0.32,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.22,3.14,5.32
37499,780,0.32,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.22,3.14,5.33
37577,784,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.33
37655,786,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.33
37749,786,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.34
37827,789,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.38
37905,790,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.38
37951,792,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.38
38061,793,0.29,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.22,3.14,5.40
38140,798,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.42
38218,792,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.44
38296,784,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.42
38389,771,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.42
38468,763,0.31,15.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.41
38530,755,0.32,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.39
38624,750,0.32,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.22,3.14,5.36
38702,751,0.31,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.34
38780,750,0.32,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.28
38858,751,0.32,15.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.28
38936,756,0.31,15.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.28
39030,754,0.32,15.00,52,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.22,3.14,5.28
39093,750,0.32,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.20,3.14,5.28
39172,749,0.31,15.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.20,3.14,5.28
39263,753,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.20,3.14,5.28
39343,758,0.32,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.20,3.14,5.28
39421,764,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.20,3.14,5.28
39499,768,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.20,3.14,5.31
39577,772,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.20,3.14,5.33
39655,771,0.29,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.20,3.14,5.33
39733,771,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.20,3.14,5.38
39811,764,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.20,3.14,4.74
39889,756,0.31,15.00,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.83,3.14,4.73
39983,750,0.31,15.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.83,3.14,4.70
40046,754,0.32,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.83,3.14,4.70
40140,760,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.83,3.14,4.70
40206,763,0.34,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.83,3.14,4.70
40296,763,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.83,3.14,4.70
40375,766,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.83,3.14,4.70
40452,762,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.83,3.14,4.70
40546,760,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.83,3.14,4.70
40608,754,0.31,15.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.83,3.14,4.70
40687,749,0.31,17.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.83,6.27,8.74
40765,753,1.40,22.50,52,5,7,4,41,0.00,0.00,1.0000,17.83,0.58,0.00,-0.77,69.41,3.85
40843,763,1.86,13.50,52,5,7,4,41,0.00,0.00,1.0000,26.14,0.67,0.00,-0.77,100.00,-0.26
40921,1098,1.09,14.50,52,5,7,4,42,0.00,0.00,1.0000,22.17,0.93,0.00,-0.85,81.57,-1.00
41015,1561,0.85,31.00,52,5,7,4,42,0.00,0.00,1.0000,20.47,0.93,0.00,-1.51,10.59,-5.46
41077,2008,0.22,43.50,52,5,7,4,42,0.00,0.00,1.0000,6.96,1.28,0.00,-6.01,3.92,0.77
41170,2255,0.11,43.50,52,5,7,4,42,0.00,0.00,1.0000,4.02,1.57,0.00,-5.96,3.14,3.17
41249,2354,0.08,41.00,52,5,7,4,42,0.00,0.00,1.0000,3.33,0.99,0.00,-6.03,3.14,4.28
41327,2326,0.09,37.50,52,5,7,4,42,0.00,0.00,1.0000,3.72,1.24,0.00,-6.05,2.75,5.16
41405,2240,0.11,33.50,52,5,7,4,42,0.00,0.00,1.0000,4.00,0.99,0.00,-6.01,2.75,5.75
41483,2126,0.11,34.50,52,5,7,4,42,0.00,0.00,1.0000,3.77,0.99,0.00,-5.98,2.75,5.63
41562,2054,0.11,32.00,52,5,7,4,42,0.00,0.00,1.0000,3.84,0.99,0.00,-5.94,2.75,5.57
41640,1957,0.12,29.00,52,5,7,4,42,0.00,0.00,1.0000,3.87,0.99,0.00,-5.90,2.75,5.56
41702,1846,0.14,26.50,52,5,7,4,42,0.00,0.00,1.0000,4.23,0.99,0.00,-5.99,2.75,5.33
41796,1765,0.14,26.50,52,5,7,4,42,0.00,0.00,1.0000,4.05,0.99,0.00,-6.05,3.92,5.28
41889,1678,0.21,28.00,52,5,7,4,42,0.00,0.00,1.0000,6.51,0.99,0.00,-6.13,5.88,5.13
41952,1585,0.31,33.00,52,5,7,4,42,0.00,0.00,1.0000,8.33,0.90,0.00,-6.17,6.27,4.62
42046,1517,0.38,35.00,52,5,7,4,42,0.00,0.00,1.0000,10.70,0.89,0.00,-6.13,10.20,5.13
42124,1522,0.83,38.50,52,5,7,4,42,0.00,0.00,1.0000,28.46,0.51,0.00,-5.07,21.18,5.36
42202,1592,1.42,37.50,52,5,7,4,42,0.00,0.00,1.0000,38.62,0.68,0.00,-2.44,22.35,0.12
42280,1862,0.83,41.00,52,5,7,4,42,0.00,0.00,1.0000,27.43,0.92,0.00,-3.44,18.04,-1.62
42358,2147,0.79,45.00,52,5,7,4,42,0.00,0.00,1.0000,29.02,1.01,0.00,-4.81,17.65,-1.12
42436,2316,0.77,48.00,52,5,7,4,42,0.00,0.00,1.0000,30.33,1.02,0.00,-5.28,17.25,-0.85
42515,2436,0.77,48.00,52,5,7,4,42,0.00,0.00,1.0000,31.41,1.04,0.00,-5.69,16.08,-0.56
42592,2495,0.65,48.00,52,5,7,4,42,0.00,0.00,1.0000,26.32,1.05,0.00,-5.98,13.73,-0.05
42671,2504,0.54,49.50,52,5,7,4,42,0.00,0.00,1.0000,22.19,1.11,0.00,-6.03,12.94,1.48
42749,2402,0.55,49.00,52,5,7,4,42,0.00,0.00,1.0000,22.33,0.98,0.00,-6.05,12.55,1.72
42843,2286,0.58,47.50,52,5,7,4,42,0.00,0.00,1.0000,21.70,0.99,0.00,-6.07,12.16,1.92
42921,2151,0.56,46.50,50,5,7,4,42,0.00,0.00,1.0000,19.80,0.99,0.00,-6.03,11.37,1.96
42999,2035,0.42,45.50,50,5,7,4,42,0.00,0.00,1.0000,14.34,1.08,0.00,-5.99,7.06,2.48
43082,1871,0.23,42.00,50,5,7,4,42,0.00,0.00,1.0000,6.96,1.57,0.00,-5.96,3.14,3.31
43155,1811,0.15,41.50,50,5,7,4,42,0.00,0.00,1.0000,4.05,1.53,0.00,-6.07,2.75,4.28
43217,1776,0.13,38.00,50,5,7,4,42,0.00,0.00,1.0000,3.92,1.30,0.00,-6.07,3.53,4.86
43311,1738,0.18,35.50,50,5,7,4,42,0.00,0.00,1.0000,5.27,1.00,0.00,-6.11,4.31,5.06
43390,1697,0.22,33.50,50,5,7,4,42,0.00,0.00,1.0000,6.08,1.00,0.00,-6.17,4.71,4.97
43467,1627,0.23,31.50,50,5,7,4,42,0.00,0.00,1.0000,6.45,0.99,0.00,-6.21,4.71,4.89
43548,1558,0.25,29.50,50,5,7,4,42,0.00,0.00,1.0000,6.41,0.99,0.00,-6.27,4.31,4.90
43624,1497,0.23,27.50,50,5,7,4,42,0.00,0.00,1.0000,5.65,0.99,0.00,-6.17,3.92,4.98
43702,1450,0.23,26.00,50,5,7,4,42,0.00,0.00,1.0000,5.49,0.99,0.00,-6.07,3.92,5.03
43781,1400,0.23,24.50,50,5,7,4,42,0.00,0.00,1.0000,5.40,0.99,0.00,-6.03,3.53,5.14
43858,1349,0.22,23.00,50,5,7,4,42,0.00,0.00,1.0000,5.11,0.99,0.00,-5.98,3.53,5.20
43952,1300,0.24,22.00,50,5,7,4,42,0.00,0.00,1.0000,5.14,0.99,0.00,-5.94,3.53,5.16
44030,1257,0.24,20.50,50,5,7,4,42,0.00,0.00,1.0000,4.96,0.99,0.00,-5.82,3.53,5.19
44109,1200,0.25,20.00,50,5,7,4,42,0.00,0.00,1.0000,4.89,0.99,0.00,-5.76,3.53,5.19
44186,1142,0.26,20.00,50,5,7,4,42,0.00,0.00,1.0000,4.80,0.99,0.00,-5.72,3.53,5.27
44264,1086,0.27,20.00,50,5,7,4,42,0.00,0.00,1.0000,4.96,0.99,0.00,-5.61,3.53,5.35
44343,1056,0.28,20.00,50,5,7,4,42,0.00,0.00,1.0000,4.74,0.99,0.00,-5.43,3.53,5.37
44420,999,0.31,19.00,50,5,7,4,42,0.00,0.00,1.0000,5.08,1.00,0.00,-5.34,3.92,5.34
44499,960,0.32,19.00,50,5,7,4,42,0.00,0.00,1.0000,5.21,1.00,0.00,-5.26,3.92,5.27
44577,934,0.34,19.00,50,5,7,4,42,0.00,0.00,1.0000,5.14,1.00,0.00,-5.20,3.92,5.19
44639,918,0.33,19.00,50,5,7,4,42,0.00,0.00,1.0000,4.96,1.00,0.00,-5.14,3.92,5.00
44733,900,0.34,19.00,50,5,7,4,42,0.00,0.00,1.0000,5.11,1.00,0.00,-5.09,3.92,4.91
44812,894,0.33,19.00,50,5,7,4,42,0.00,0.00,1.0000,4.92,1.00,0.00,-5.09,3.53,4.81
44922,906,0.33,19.00,50,5,7,4,42,0.00,0.00,1.0000,4.89,1.00,0.00,-5.07,3.53,4.80
44984,921,0.30,19.00,50,5,7,4,42,0.00,0.00,1.0000,4.65,0.99,0.00,-5.05,3.53,4.71
45061,936,0.29,17.50,50,5,7,4,42,0.00,0.00,1.0000,4.57,0.99,0.00,-5.10,3.14,4.72
45139,945,0.27,15.00,50,5,7,4,42,0.00,0.00,1.0000,4.34,1.00,0.00,-5.14,3.14,4.76
45218,955,0.27,15.00,52,5,7,4,42,0.00,0.00,1.0000,4.36,1.00,0.00,-5.16,3.14,4.80
45296,958,0.27,15.50,52,5,7,4,42,0.00,0.00,1.0000,4.26,1.00,0.00,-5.18,3.14,4.86
45374,951,0.29,17.00,52,5,7,4,42,0.00,0.00,1.0000,4.48,1.00,0.00,-5.18,3.14,4.97
45452,932,0.29,16.50,52,5,7,4,42,0.00,0.00,1.0000,4.51,1.00,0.00,-5.16,3.14,4.99
45530,928,0.30,16.50,52,5,7,4,42,0.00,0.00,1.0000,4.62,1.00,0.00,-5.14,3.14,5.00
45608,924,0.30,18.00,52,5,7,4,42,0.00,0.00,1.0000,4.51,1.00,0.00,-5.12,3.14,5.00
45702,921,0.30,17.50,52,5,7,4,42,0.00,0.00,1.0000,4.54,1.00,0.00,-5.09,3.14,5.00
45780,910,0.30,16.50,52,5,7,4,42,0.00,0.00,1.0000,4.45,1.00,0.00,-5.09,3.14,5.00
45827,909,0.30,17.00,52,5,7,4,42,0.00,0.00,1.0000,4.54,1.00,0.00,-5.09,3.14,4.96
45905,904,0.30,17.50,52,5,7,4,42,0.00,0.00,1.0000,4.48,1.00,0.00,-5.09,3.14,4.98
46014,900,0.27,18.00,52,5,7,4,42,0.00,0.00,1.0000,4.26,1.00,0.00,-5.05,3.14,5.02
46092,898,0.28,17.50,52,5,7,4,42,0.00,0.00,1.0000,4.18,1.00,0.00,-5.05,3.14,5.05
46171,884,0.28,17.50,52,5,7,4,42,0.00,0.00,1.0000,4.12,1.00,0.00,-5.05,3.14,5.07
46249,874,0.28,18.00,52,5,7,4,42,0.00,0.00,1.0000,4.07,1.00,0.00,-5.03,3.14,5.12
46327,870,0.28,17.50,52,5,7,4,42,0.00,0.00,1.0000,4.15,1.00,0.00,-4.99,3.14,5.12
46405,869,0.28,18.00,52,5,7,4,42,0.00,0.00,1.0000,4.12,1.00,0.00,-5.01,3.14,5.10
46483,870,0.28,18.00,52,5,7,4,42,0.00,0.00,1.0000,3.97,1.00,0.00,-4.99,3.14,5.10
46561,861,0.27,18.50,52,5,7,4,42,0.00,0.00,1.0000,3.79,0.99,0.00,-4.99,2.75,5.12
46655,847,0.27,19.00,52,5,7,4,42,0.00,0.00,1.0000,3.77,0.99,0.00,-4.93,2.75,5.19
46733,821,0.28,19.00,52,5,7,4,42,0.00,0.00,1.0000,3.79,0.99,0.00,-4.91,2.75,5.21
46811,809,0.28,19.00,52,5,7,4,42,0.00,0.00,1.0000,3.84,0.99,0.00,-4.87,2.75,5.23
46889,794,0.28,19.00,52,5,7,4,42,0.00,0.00,1.0000,3.74,0.99,0.00,-4.85,2.75,5.21
46968,780,0.30,19.00,52,5,7,4,42,0.00,0.00,1.0000,3.84,0.99,0.00,-4.83,2.75,5.15
47046,766,0.30,20.00,52,5,7,4,42,0.00,0.00,1.0000,3.87,0.99,0.00,-4.83,5.10,5.10
47124,746,1.97,21.50,52,5,7,4,42,0.00,0.00,1.0000,24.40,0.99,0.00,-4.83,70.98,9.08
47201,728,1.73,13.50,52,5,7,4,42,0.00,0.00,1.0000,21.10,0.67,0.00,-0.77,100.00,-0.42
47264,829,1.15,-2.50,52,5,7,4,43,0.00,0.00,1.0000,18.17,0.91,0.00,-0.77,95.29,-4.95
47358,1157,1.03,22.00,52,5,7,4,43,0.00,0.00,1.0000,16.59,0.92,0.00,-5.39,11.37,-5.10
47436,1506,0.31,36.50,52,5,7,4,44,0.00,0.00,1.0000,7.23,1.13,0.00,-5.72,4.31,-1.50
47516,1824,0.15,33.00,52,5,7,4,44,0.00,0.00,1.0000,4.48,1.32,0.00,-6.23,3.14,0.72
47608,2010,0.11,29.00,52,5,7,4,44,0.00,0.00,1.0000,3.42,1.58,0.00,-6.05,3.14,3.91
47671,1996,0.11,25.00,52,5,7,4,44,0.00,0.00,1.0000,3.82,1.26,0.00,-5.90,2.75,4.65
47749,1943,0.13,26.50,52,5,7,4,44,0.00,0.00,1.0000,4.28,1.25,0.00,-5.92,4.31,5.15
47843,1844,0.54,38.00,52,5,7,4,44,0.00,0.00,1.0000,16.46,0.99,0.00,-5.98,18.82,7.70
47905,1882,1.25,28.00,52,5,7,4,44,0.00,0.00,1.0000,39.26,0.53,0.00,-3.42,19.61,-1.34
48000,2059,0.49,47.00,52,5,7,4,44,0.00,0.00,1.0000,13.58,1.32,0.00,-5.92,5.49,0.69
48076,2284,0.15,46.50,52,5,7,4,44,0.00,0.00,1.0000,5.49,1.65,0.00,-5.98,3.14,3.16
48155,2356,0.10,43.00,52,5,7,4,44,0.00,0.00,1.0000,3.66,0.99,0.00,-6.03,2.75,4.28
48233,2310,0.09,36.50,52,5,7,4,44,0.00,0.00,1.0000,3.31,1.26,0.00,-6.05,2.75,5.23
48312,2188,0.10,44.50,52,5,7,4,44,0.00,0.00,1.0000,3.66,0.99,0.00,-5.99,2.75,5.92
48390,2012,0.14,39.50,52,5,7,4,44,0.00,0.00,1.0000,4.69,0.99,0.00,-5.94,5.10,5.89
48467,1848,0.23,37.00,52,5,7,4,44,0.00,0.00,1.0000,6.94,0.89,0.00,-5.90,5.88,5.28
48529,1668,0.31,35.50,52,5,7,4,44,0.00,0.00,1.0000,8.55,0.90,0.00,-6.03,8.24,4.63
48624,1530,0.89,38.50,52,5,7,4,44,0.00,0.00,1.0000,22.36,0.52,0.00,-4.56,19.22,2.28
48718,1460,1.29,36.00,52,5,7,4,44,0.00,0.00,1.0000,31.80,0.74,0.00,-4.14,14.12,-1.65
48796,1569,0.56,23.50,52,5,7,4,44,0.00,0.00,1.0000,12.23,1.14,0.00,-6.09,6.67,-1.14
48874,1660,0.25,35.50,52,5,7,4,44,0.00,0.00,1.0000,6.12,1.37,0.00,-6.21,3.92,1.01
48952,1680,0.15,38.00,52,5,7,4,44,0.00,0.00,1.0000,4.42,0.99,0.00,-6.17,3.92,3.11
49030,1590,0.26,36.50,52,5,7,4,44,0.00,0.00,1.0000,9.08,0.99,0.00,-6.21,9.41,3.49
49108,1468,0.53,39.00,52,5,7,4,44,0.00,0.00,1.0000,12.68,0.85,0.00,-6.19,7.45,3.06
49187,1376,0.32,38.00,52,5,7,4,44,0.00,0.00,1.0000,7.17,0.99,0.00,-6.07,3.92,2.84
49248,1311,0.22,39.50,52,5,7,4,44,0.00,0.00,1.0000,4.65,1.27,0.00,-5.90,3.53,4.00
49343,1228,0.24,32.50,52,5,7,4,44,0.00,0.00,1.0000,5.85,1.16,0.00,-5.78,7.84,4.30
49421,1102,0.78,34.50,52,5,7,4,44,0.00,0.00,1.0000,13.74,0.53,0.00,-5.69,49.80,6.53
49515,979,1.70,19.50,52,5,7,4,44,0.00,0.00,1.0000,28.13,0.68,0.00,-1.35,15.29,-4.92
49593,1127,0.41,28.50,52,5,7,4,44,0.00,0.00,1.0000,8.13,1.17,0.00,-5.41,4.31,-1.36
49670,1324,0.22,28.50,52,5,7,4,44,0.00,0.00,1.0000,4.54,1.27,0.00,-5.80,3.14,-0.04
49749,1439,0.15,28.50,52,5,7,4,44,0.00,0.00,1.0000,3.49,1.47,0.00,-5.94,3.14,2.09
49828,1439,0.16,26.00,52,5,7,4,44,0.00,0.00,1.0000,3.84,1.61,0.00,-6.03,3.53,3.11
49905,1372,0.20,32.50,52,5,7,4,44,0.00,0.00,1.0000,4.39,1.46,0.00,-6.03,3.53,3.91
49984,1226,0.24,30.00,52,5,7,4,44,0.00,0.00,1.0000,5.02,1.18,0.00,-5.84,3.53,4.39
50061,1114,0.26,27.00,52,5,7,4,44,0.00,0.00,1.0000,4.96,0.99,0.00,-5.70,3.53,4.71
50139,1010,0.30,25.50,52,5,7,4,44,0.00,0.00,1.0000,4.92,0.99,0.00,-5.53,3.53,4.96
50201,918,0.32,24.50,52,5,7,4,44,0.00,0.00,1.0000,4.99,0.99,0.00,-5.30,3.53,5.03
50296,917,0.35,22.50,52,5,7,4,44,0.00,0.00,1.0000,5.37,0.99,0.00,-5.10,8.24,6.42
50374,958,1.90,15.00,52,5,7,4,44,0.00,0.00,1.0000,29.08,0.54,0.00,-3.64,53.33,6.91
50467,1096,1.30,9.50,52,5,7,4,44,0.00,0.00,1.0000,24.18,0.68,0.00,-1.18,100.00,-0.59
50545,1330,1.18,11.50,52,5,7,4,44,0.00,0.00,1.0000,27.42,0.93,0.00,-1.04,72.16,-1.19
50608,1563,1.08,16.00,52,5,7,4,44,0.00,0.00,1.0000,28.83,0.98,0.00,-1.49,31.37,-0.07
50702,1836,1.04,21.50,52,5,7,4,44,0.00,0.00,1.0000,34.27,0.95,0.00,-0.73,27.45,0.27
50780,2090,1.10,20.50,52,5,7,4,44,0.00,0.00,1.0000,38.71,0.95,0.00,-0.77,27.06,0.20
50858,2321,1.13,42.50,52,5,7,4,44,0.00,0.00,1.0000,43.64,0.96,0.00,-1.10,25.88,-0.10
50937,2494,1.11,40.00,52,5,7,4,44,0.00,0.00,1.0000,46.97,0.97,0.00,-2.03,25.88,-0.03
51030,2658,1.09,40.00,52,5,7,4,44,0.00,0.00,1.0000,48.97,0.98,0.00,-2.20,23.14,-2.63
51093,2813,0.74,41.50,52,5,7,4,44,0.00,0.00,1.0000,31.54,1.14,0.00,-4.99,12.94,-1.79
51171,2820,0.42,48.00,52,5,7,4,44,0.00,0.00,1.0000,18.42,1.25,0.00,-5.88,10.20,0.59
51249,2649,0.38,48.50,52,5,7,4,44,0.00,0.00,1.0000,16.78,1.15,0.00,-5.94,10.98,2.50
51327,2436,0.51,49.00,52,5,7,4,44,0.00,0.00,1.0000,20.86,0.99,0.00,-5.99,12.55,2.43
51421,2212,0.65,47.00,52,5,7,4,44,0.00,0.00,1.0000,23.20,0.90,0.00,-6.05,12.55,2.04
51499,2028,0.62,44.00,52,5,7,4,44,0.00,0.00,1.0000,20.46,0.90,0.00,-5.99,12.16,1.60
51576,1868,0.69,42.00,52,5,7,4,44,0.00,0.00,1.0000,20.71,0.92,0.00,-5.99,12.16,0.67
51655,1762,0.72,41.50,52,5,7,4,44,0.00,0.00,1.0000,21.48,1.01,0.00,-6.09,13.73,0.26
51733,1868,1.06,41.50,52,5,7,4,44,0.00,0.00,1.0000,32.80,0.89,0.00,-6.09,20.00,0.79
51811,2014,1.16,42.50,52,5,7,4,44,0.00,0.00,1.0000,40.69,0.81,0.00,-4.43,21.96,-0.19
51889,2143,1.06,41.00,52,5,7,4,44,0.00,0.00,1.0000,37.40,0.99,0.00,-3.71,19.22,-3.08
51968,2082,0.93,41.00,50,5,7,4,44,0.00,0.00,1.0000,30.59,1.04,0.00,-5.96,16.08,-2.64
52046,2056,0.80,43.00,50,5,7,4,44,0.00,0.00,1.0000,27.54,1.06,0.00,-5.92,15.69,-2.03
52109,2174,0.87,46.00,50,5,7,4,44,0.00,0.00,1.0000,34.50,1.00,0.00,-5.94,20.00,-1.44
52217,2368,1.11,45.50,50,5,7,4,44,0.00,0.00,1.0000,44.58,0.93,0.00,-5.76,23.14,-1.25
52280,2459,1.10,42.00,50,5,7,4,44,0.00,0.00,1.0000,45.14,0.99,0.00,-4.39,22.35,-2.25
52374,2445,1.06,41.00,50,5,7,4,44,0.00,0.00,1.0000,43.46,0.99,0.00,-5.05,21.18,-2.29
52453,2489,1.02,41.50,50,5,7,4,44,0.00,0.00,1.0000,42.98,0.99,0.00,-5.28,21.18,-1.89
52530,2616,1.02,40.50,50,5,7,4,44,0.00,0.00,1.0000,44.66,1.00,0.00,-5.09,20.78,-2.10
52608,2709,0.96,40.00,50,5,7,4,44,0.00,0.00,1.0000,43.13,1.00,0.00,-5.47,20.00,-2.01
52686,2762,0.93,39.50,50,5,7,4,44,0.00,0.00,1.0000,42.76,1.00,0.00,-5.80,19.22,-1.82
52748,2825,0.89,39.50,50,5,7,4,44,0.00,0.00,1.0000,43.07,1.00,0.00,-5.92,19.22,-1.57
52843,2874,0.90,39.50,50,5,7,4,44,0.00,0.00,1.0000,43.33,1.00,0.00,-5.88,18.82,-1.37
52921,2927,0.86,40.50,50,5,7,4,44,0.00,0.00,1.0000,42.43,1.00,0.00,-5.80,18.43,-1.08
